palabra_clave;rol;grupo;tipo_dato;idioma;prioridad;rol_motor_actual
meta del iniciales;presupuesto;dinero;numero;es;60;
meta del mensuales;presupuesto;dinero;numero;es;60;
meta del netos;presupuesto;dinero;numero;es;60;
meta del pendientes;presupuesto;dinero;numero;es;60;
meta del promedios;presupuesto;dinero;numero;es;60;
meta del regiones;presupuesto;dinero;numero;es;60;
meta del sucursales;presupuesto;dinero;numero;es;60;
meta del totales;presupuesto;dinero;numero;es;60;
meta del unitarios;presupuesto;dinero;numero;es;60;
meta del vendedores;presupuesto;dinero;numero;es;60;
ppto;presupuesto;dinero;numero;es;60;
presup;presupuesto;dinero;numero;es;60;
presupuesto del acumulados;presupuesto;dinero;numero;es;60;
presupuesto del anuales;presupuesto;dinero;numero;es;60;
presupuesto del areas;presupuesto;dinero;numero;es;60;
presupuesto del brutos;presupuesto;dinero;numero;es;60;
presupuesto del diarios;presupuesto;dinero;numero;es;60;
presupuesto del equipos;presupuesto;dinero;numero;es;60;
presupuesto del finales;presupuesto;dinero;numero;es;60;
presupuesto del iniciales;presupuesto;dinero;numero;es;60;
presupuesto del mensuales;presupuesto;dinero;numero;es;60;
presupuesto del netos;presupuesto;dinero;numero;es;60;
presupuesto del pendientes;presupuesto;dinero;numero;es;60;
presupuesto del promedios;presupuesto;dinero;numero;es;60;
presupuesto del regiones;presupuesto;dinero;numero;es;60;
presupuesto del sucursales;presupuesto;dinero;numero;es;60;
presupuesto del totales;presupuesto;dinero;numero;es;60;
presupuesto del unitarios;presupuesto;dinero;numero;es;60;
presupuesto del vendedores;presupuesto;dinero;numero;es;60;
proyeccion del acumulados;presupuesto;dinero;numero;es;60;
proyeccion del anuales;presupuesto;dinero;numero;es;60;
proyeccion del areas;presupuesto;dinero;numero;es;60;
proyeccion del brutos;presupuesto;dinero;numero;es;60;
proyeccion del diarios;presupuesto;dinero;numero;es;60;
proyeccion del equipos;presupuesto;dinero;numero;es;60;
proyeccion del finales;presupuesto;dinero;numero;es;60;
proyeccion del iniciales;presupuesto;dinero;numero;es;60;
proyeccion del mensuales;presupuesto;dinero;numero;es;60;
proyeccion del netos;presupuesto;dinero;numero;es;60;
proyeccion del pendientes;presupuesto;dinero;numero;es;60;
proyeccion del promedios;presupuesto;dinero;numero;es;60;
proyeccion del regiones;presupuesto;dinero;numero;es;60;
proyeccion del sucursales;presupuesto;dinero;numero;es;60;
proyeccion del totales;presupuesto;dinero;numero;es;60;
proyeccion del unitarios;presupuesto;dinero;numero;es;60;
proyeccion del vendedores;presupuesto;dinero;numero;es;60;
pptos;presupuesto;dinero;numero;es;50;
aguinaldo;remuneracion;dinero;numero;es;100;
aporte patronal;remuneracion;dinero;numero;es;100;
asignacion;remuneracion;dinero;numero;es;100;
boleta honorarios;remuneracion;dinero;numero;es;100;
colacion;remuneracion;dinero;numero;es;100;
cotizacion previsional;remuneracion;dinero;numero;es;100;
descuentos legales;remuneracion;dinero;numero;es;100;
finiquito;remuneracion;dinero;numero;es;100;
gratificacion;remuneracion;dinero;numero;es;100;
haberes;remuneracion;dinero;numero;es;100;
honorarios;remuneracion;dinero;numero;es;100;
horas extra monto;remuneracion;dinero;numero;es;100;
imponible;remuneracion;dinero;numero;es;100;
indemnizacion;remuneracion;dinero;numero;es;100;
liquido a pagar;remuneracion;dinero;numero;es;100;
movilizacion;remuneracion;dinero;numero;es;100;
no imponible;remuneracion;dinero;numero;es;100;
remuneracion;remuneracion;dinero;numero;es;100;
renta;remuneracion;dinero;numero;es;100;
renta imponible;remuneracion;dinero;numero;es;100;
salario;remuneracion;dinero;numero;es;100;
sueldo;remuneracion;dinero;numero;es;100;
sueldo base;remuneracion;dinero;numero;es;100;
sueldo bruto;remuneracion;dinero;numero;es;100;
sueldo liquido;remuneracion;dinero;numero;es;100;
total haberes;remuneracion;dinero;numero;es;100;
viatico;remuneracion;dinero;numero;es;100;
aguinaldos;remuneracion;dinero;numero;es;90;
aporte patronales;remuneracion;dinero;numero;es;90;
asignaciones;remuneracion;dinero;numero;es;90;
colaciones;remuneracion;dinero;numero;es;90;
compensation;remuneracion;dinero;numero;en;90;
cotizacion previsionales;remuneracion;dinero;numero;es;90;
finiquitos;remuneracion;dinero;numero;es;90;
gratificaciones;remuneracion;dinero;numero;es;90;
gross pay;remuneracion;dinero;numero;en;90;
horas extra montos;remuneracion;dinero;numero;es;90;
imponibles;remuneracion;dinero;numero;es;90;
indemnizaciones;remuneracion;dinero;numero;es;90;
liquido a pagares;remuneracion;dinero;numero;es;90;
movilizaciones;remuneracion;dinero;numero;es;90;
net pay;remuneracion;dinero;numero;en;90;
no imponibles;remuneracion;dinero;numero;es;90;
payroll;remuneracion;dinero;numero;en;90;
remuneraciones;remuneracion;dinero;numero;es;90;
renta imponibles;remuneracion;dinero;numero;es;90;
rentas;remuneracion;dinero;numero;es;90;
salarios;remuneracion;dinero;numero;es;90;
salary;remuneracion;dinero;numero;en;90;
sueldo bases;remuneracion;dinero;numero;es;90;
sueldo brutos;remuneracion;dinero;numero;es;90;
sueldo liquidos;remuneracion;dinero;numero;es;90;
sueldos;remuneracion;dinero;numero;es;90;
viaticos;remuneracion;dinero;numero;es;90;
wage;remuneracion;dinero;numero;en;90;
remuneracion de anual;remuneracion;dinero;numero;es;80;
remuneracion de base;remuneracion;dinero;numero;es;80;
remuneracion de bruto;remuneracion;dinero;numero;es;80;
remuneracion de contractual;remuneracion;dinero;numero;es;80;
remuneracion de fijo;remuneracion;dinero;numero;es;80;
remuneracion de imponible;remuneracion;dinero;numero;es;80;
remuneracion de liquido;remuneracion;dinero;numero;es;80;
remuneracion de mensual;remuneracion;dinero;numero;es;80;
remuneracion de mercado;remuneracion;dinero;numero;es;80;
remuneracion de variable;remuneracion;dinero;numero;es;80;
remuneracion_anual;remuneracion;dinero;numero;es;80;
remuneracion_base;remuneracion;dinero;numero;es;80;
remuneracion_bruto;remuneracion;dinero;numero;es;80;
remuneracion_contractual;remuneracion;dinero;numero;es;80;
remuneracion_fijo;remuneracion;dinero;numero;es;80;
remuneracion_imponible;remuneracion;dinero;numero;es;80;
remuneracion_liquido;remuneracion;dinero;numero;es;80;
remuneracion_mensual;remuneracion;dinero;numero;es;80;
remuneracion_mercado;remuneracion;dinero;numero;es;80;
remuneracion_variable;remuneracion;dinero;numero;es;80;
renta de anual;remuneracion;dinero;numero;es;80;
renta de base;remuneracion;dinero;numero;es;80;
renta de bruto;remuneracion;dinero;numero;es;80;
renta de contractual;remuneracion;dinero;numero;es;80;
renta de fijo;remuneracion;dinero;numero;es;80;
renta de imponible;remuneracion;dinero;numero;es;80;
renta de liquido;remuneracion;dinero;numero;es;80;
renta de mensual;remuneracion;dinero;numero;es;80;
renta de mercado;remuneracion;dinero;numero;es;80;
renta de variable;remuneracion;dinero;numero;es;80;
renta_anual;remuneracion;dinero;numero;es;80;
renta_base;remuneracion;dinero;numero;es;80;
renta_bruto;remuneracion;dinero;numero;es;80;
renta_contractual;remuneracion;dinero;numero;es;80;
renta_fijo;remuneracion;dinero;numero;es;80;
renta_liquido;remuneracion;dinero;numero;es;80;
renta_mensual;remuneracion;dinero;numero;es;80;
renta_mercado;remuneracion;dinero;numero;es;80;
renta_variable;remuneracion;dinero;numero;es;80;
salario de anual;remuneracion;dinero;numero;es;80;
salario de base;remuneracion;dinero;numero;es;80;
salario de bruto;remuneracion;dinero;numero;es;80;
salario de contractual;remuneracion;dinero;numero;es;80;
salario de fijo;remuneracion;dinero;numero;es;80;
salario de imponible;remuneracion;dinero;numero;es;80;
salario de liquido;remuneracion;dinero;numero;es;80;
salario de mensual;remuneracion;dinero;numero;es;80;
salario de mercado;remuneracion;dinero;numero;es;80;
salario de variable;remuneracion;dinero;numero;es;80;
salario_anual;remuneracion;dinero;numero;es;80;
salario_base;remuneracion;dinero;numero;es;80;
salario_bruto;remuneracion;dinero;numero;es;80;
salario_contractual;remuneracion;dinero;numero;es;80;
salario_fijo;remuneracion;dinero;numero;es;80;
salario_imponible;remuneracion;dinero;numero;es;80;
salario_liquido;remuneracion;dinero;numero;es;80;
salario_mensual;remuneracion;dinero;numero;es;80;
salario_mercado;remuneracion;dinero;numero;es;80;
salario_variable;remuneracion;dinero;numero;es;80;
sueldo de anual;remuneracion;dinero;numero;es;80;
sueldo de base;remuneracion;dinero;numero;es;80;
sueldo de bruto;remuneracion;dinero;numero;es;80;
sueldo de contractual;remuneracion;dinero;numero;es;80;
sueldo de fijo;remuneracion;dinero;numero;es;80;
sueldo de imponible;remuneracion;dinero;numero;es;80;
sueldo de liquido;remuneracion;dinero;numero;es;80;
sueldo de mensual;remuneracion;dinero;numero;es;80;
sueldo de mercado;remuneracion;dinero;numero;es;80;
sueldo de variable;remuneracion;dinero;numero;es;80;
sueldo_anual;remuneracion;dinero;numero;es;80;
sueldo_contractual;remuneracion;dinero;numero;es;80;
sueldo_fijo;remuneracion;dinero;numero;es;80;
sueldo_imponible;remuneracion;dinero;numero;es;80;
sueldo_mensual;remuneracion;dinero;numero;es;80;
sueldo_mercado;remuneracion;dinero;numero;es;80;
sueldo_variable;remuneracion;dinero;numero;es;80;
remuneracion de anuales;remuneracion;dinero;numero;es;70;
remuneracion de bases;remuneracion;dinero;numero;es;70;
remuneracion de brutos;remuneracion;dinero;numero;es;70;
remuneracion de contractuales;remuneracion;dinero;numero;es;70;
remuneracion de fijos;remuneracion;dinero;numero;es;70;
remuneracion de imponibles;remuneracion;dinero;numero;es;70;
remuneracion de liquidos;remuneracion;dinero;numero;es;70;
remuneracion de mensuales;remuneracion;dinero;numero;es;70;
remuneracion de mercados;remuneracion;dinero;numero;es;70;
remuneracion de variables;remuneracion;dinero;numero;es;70;
remuneracion del anual;remuneracion;dinero;numero;es;70;
remuneracion del base;remuneracion;dinero;numero;es;70;
remuneracion del bruto;remuneracion;dinero;numero;es;70;
remuneracion del contractual;remuneracion;dinero;numero;es;70;
remuneracion del fijo;remuneracion;dinero;numero;es;70;
remuneracion del imponible;remuneracion;dinero;numero;es;70;
remuneracion del liquido;remuneracion;dinero;numero;es;70;
remuneracion del mensual;remuneracion;dinero;numero;es;70;
remuneracion del mercado;remuneracion;dinero;numero;es;70;
remuneracion del variable;remuneracion;dinero;numero;es;70;
remuneracion_anuales;remuneracion;dinero;numero;es;70;
remuneracion_bases;remuneracion;dinero;numero;es;70;
remuneracion_brutos;remuneracion;dinero;numero;es;70;
remuneracion_contractuales;remuneracion;dinero;numero;es;70;
remuneracion_fijos;remuneracion;dinero;numero;es;70;
remuneracion_imponibles;remuneracion;dinero;numero;es;70;
remuneracion_liquidos;remuneracion;dinero;numero;es;70;
remuneracion_mensuales;remuneracion;dinero;numero;es;70;
remuneracion_mercados;remuneracion;dinero;numero;es;70;
remuneracion_variables;remuneracion;dinero;numero;es;70;
renta de anuales;remuneracion;dinero;numero;es;70;
renta de bases;remuneracion;dinero;numero;es;70;
renta de brutos;remuneracion;dinero;numero;es;70;
renta de contractuales;remuneracion;dinero;numero;es;70;
renta de fijos;remuneracion;dinero;numero;es;70;
renta de imponibles;remuneracion;dinero;numero;es;70;
renta de liquidos;remuneracion;dinero;numero;es;70;
renta de mensuales;remuneracion;dinero;numero;es;70;
renta de mercados;remuneracion;dinero;numero;es;70;
renta de variables;remuneracion;dinero;numero;es;70;
renta del anual;remuneracion;dinero;numero;es;70;
renta del base;remuneracion;dinero;numero;es;70;
renta del bruto;remuneracion;dinero;numero;es;70;
renta del contractual;remuneracion;dinero;numero;es;70;
renta del fijo;remuneracion;dinero;numero;es;70;
renta del imponible;remuneracion;dinero;numero;es;70;
renta del liquido;remuneracion;dinero;numero;es;70;
renta del mensual;remuneracion;dinero;numero;es;70;
renta del mercado;remuneracion;dinero;numero;es;70;
renta del variable;remuneracion;dinero;numero;es;70;
renta_anuales;remuneracion;dinero;numero;es;70;
renta_bases;remuneracion;dinero;numero;es;70;
renta_brutos;remuneracion;dinero;numero;es;70;
renta_contractuales;remuneracion;dinero;numero;es;70;
renta_fijos;remuneracion;dinero;numero;es;70;
renta_liquidos;remuneracion;dinero;numero;es;70;
renta_mensuales;remuneracion;dinero;numero;es;70;
renta_mercados;remuneracion;dinero;numero;es;70;
renta_variables;remuneracion;dinero;numero;es;70;
salario de anuales;remuneracion;dinero;numero;es;70;
salario de bases;remuneracion;dinero;numero;es;70;
salario de brutos;remuneracion;dinero;numero;es;70;
salario de contractuales;remuneracion;dinero;numero;es;70;
salario de fijos;remuneracion;dinero;numero;es;70;
salario de imponibles;remuneracion;dinero;numero;es;70;
salario de liquidos;remuneracion;dinero;numero;es;70;
salario de mensuales;remuneracion;dinero;numero;es;70;
salario de mercados;remuneracion;dinero;numero;es;70;
salario de variables;remuneracion;dinero;numero;es;70;
salario del anual;remuneracion;dinero;numero;es;70;
salario del base;remuneracion;dinero;numero;es;70;
salario del bruto;remuneracion;dinero;numero;es;70;
salario del contractual;remuneracion;dinero;numero;es;70;
salario del fijo;remuneracion;dinero;numero;es;70;
salario del imponible;remuneracion;dinero;numero;es;70;
salario del liquido;remuneracion;dinero;numero;es;70;
salario del mensual;remuneracion;dinero;numero;es;70;
salario del mercado;remuneracion;dinero;numero;es;70;
salario del variable;remuneracion;dinero;numero;es;70;
salario_anuales;remuneracion;dinero;numero;es;70;
salario_bases;remuneracion;dinero;numero;es;70;
salario_brutos;remuneracion;dinero;numero;es;70;
salario_contractuales;remuneracion;dinero;numero;es;70;
salario_fijos;remuneracion;dinero;numero;es;70;
salario_imponibles;remuneracion;dinero;numero;es;70;
salario_liquidos;remuneracion;dinero;numero;es;70;
salario_mensuales;remuneracion;dinero;numero;es;70;
salario_mercados;remuneracion;dinero;numero;es;70;
salario_variables;remuneracion;dinero;numero;es;70;
sueldo de anuales;remuneracion;dinero;numero;es;70;
sueldo de bases;remuneracion;dinero;numero;es;70;
sueldo de brutos;remuneracion;dinero;numero;es;70;
sueldo de contractuales;remuneracion;dinero;numero;es;70;
sueldo de fijos;remuneracion;dinero;numero;es;70;
sueldo de imponibles;remuneracion;dinero;numero;es;70;
sueldo de liquidos;remuneracion;dinero;numero;es;70;
sueldo de mensuales;remuneracion;dinero;numero;es;70;
sueldo de mercados;remuneracion;dinero;numero;es;70;
sueldo de variables;remuneracion;dinero;numero;es;70;
sueldo del anual;remuneracion;dinero;numero;es;70;
sueldo del base;remuneracion;dinero;numero;es;70;
sueldo del bruto;remuneracion;dinero;numero;es;70;
sueldo del contractual;remuneracion;dinero;numero;es;70;
sueldo del fijo;remuneracion;dinero;numero;es;70;
sueldo del imponible;remuneracion;dinero;numero;es;70;
sueldo del liquido;remuneracion;dinero;numero;es;70;
sueldo del mensual;remuneracion;dinero;numero;es;70;
sueldo del mercado;remuneracion;dinero;numero;es;70;
sueldo del variable;remuneracion;dinero;numero;es;70;
sueldo_anuales;remuneracion;dinero;numero;es;70;
sueldo_contractuales;remuneracion;dinero;numero;es;70;
sueldo_fijos;remuneracion;dinero;numero;es;70;
sueldo_imponibles;remuneracion;dinero;numero;es;70;
sueldo_mensuales;remuneracion;dinero;numero;es;70;
sueldo_mercados;remuneracion;dinero;numero;es;70;
sueldo_variables;remuneracion;dinero;numero;es;70;
liq;remuneracion;dinero;numero;es;60;
rem;remuneracion;dinero;numero;es;60;
remuneracion del anuales;remuneracion;dinero;numero;es;60;
remuneracion del bases;remuneracion;dinero;numero;es;60;
remuneracion del brutos;remuneracion;dinero;numero;es;60;
remuneracion del contractuales;remuneracion;dinero;numero;es;60;
remuneracion del fijos;remuneracion;dinero;numero;es;60;
remuneracion del imponibles;remuneracion;dinero;numero;es;60;
remuneracion del liquidos;remuneracion;dinero;numero;es;60;
remuneracion del mensuales;remuneracion;dinero;numero;es;60;
remuneracion del mercados;remuneracion;dinero;numero;es;60;
remuneracion del variables;remuneracion;dinero;numero;es;60;
renta del anuales;remuneracion;dinero;numero;es;60;
renta del bases;remuneracion;dinero;numero;es;60;
renta del brutos;remuneracion;dinero;numero;es;60;
renta del contractuales;remuneracion;dinero;numero;es;60;
renta del fijos;remuneracion;dinero;numero;es;60;
renta del imponibles;remuneracion;dinero;numero;es;60;
renta del liquidos;remuneracion;dinero;numero;es;60;
renta del mensuales;remuneracion;dinero;numero;es;60;
renta del mercados;remuneracion;dinero;numero;es;60;
renta del variables;remuneracion;dinero;numero;es;60;
salario del anuales;remuneracion;dinero;numero;es;60;
salario del bases;remuneracion;dinero;numero;es;60;
salario del brutos;remuneracion;dinero;numero;es;60;
salario del contractuales;remuneracion;dinero;numero;es;60;
salario del fijos;remuneracion;dinero;numero;es;60;
salario del imponibles;remuneracion;dinero;numero;es;60;
salario del liquidos;remuneracion;dinero;numero;es;60;
salario del mensuales;remuneracion;dinero;numero;es;60;
salario del mercados;remuneracion;dinero;numero;es;60;
salario del variables;remuneracion;dinero;numero;es;60;
sldo;remuneracion;dinero;numero;es;60;
sueldo del anuales;remuneracion;dinero;numero;es;60;
sueldo del bases;remuneracion;dinero;numero;es;60;
sueldo del brutos;remuneracion;dinero;numero;es;60;
sueldo del contractuales;remuneracion;dinero;numero;es;60;
sueldo del fijos;remuneracion;dinero;numero;es;60;
sueldo del imponibles;remuneracion;dinero;numero;es;60;
sueldo del liquidos;remuneracion;dinero;numero;es;60;
sueldo del mensuales;remuneracion;dinero;numero;es;60;
sueldo del mercados;remuneracion;dinero;numero;es;60;
sueldo del variables;remuneracion;dinero;numero;es;60;
